plant_id,ghgrp_id,plant_name,lat,lon,address,owner,state,plant_age_years,municipality,category_steel_product,steel_products,subregion,subregion_name,region,week_end_date,utilization,co2e_tonnes_per_mwh,estimated_emissions_intensity_tonne_per_tonne_scope2,max_tonnes_of_steel_producible_annually,max_tonnes_of_steel_producible_weekly,scope2_co2e_tonnes_per_week
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-08-07T00:00:00Z,0.712,0.505,0.358,653000,12557.692,3200.722
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-08-14T00:00:00Z,0.707,0.505,0.358,653000,12557.692,3180.464
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-08-21T00:00:00Z,0.671,0.505,0.358,653000,12557.692,3018.403
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-08-28T00:00:00Z,0.685,0.505,0.358,653000,12557.692,3079.176
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-09-04T00:00:00Z,0.797,0.505,0.358,653000,12557.692,3585.619
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-09-11T00:00:00Z,0.784,0.505,0.358,653000,12557.692,3524.846
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-09-18T00:00:00Z,0.793,0.505,0.358,653000,12557.692,3565.361
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-09-25T00:00:00Z,0.775,0.505,0.358,653000,12557.692,3484.33
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-10-02T00:00:00Z,0.797,0.505,0.358,653000,12557.692,3585.619
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-10-09T00:00:00Z,0.815,0.505,0.358,653000,12557.692,3666.65
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-10-16T00:00:00Z,0.806,0.505,0.358,653000,12557.692,3626.135
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-10-23T00:00:00Z,0.793,0.505,0.358,653000,12557.692,3565.361
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-10-30T00:00:00Z,0.802,0.505,0.358,653000,12557.692,3605.877
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-11-06T00:00:00Z,0.793,0.505,0.358,653000,12557.692,3565.361
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-11-13T00:00:00Z,0.797,0.505,0.358,653000,12557.692,3585.619
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-11-20T00:00:00Z,0.788,0.505,0.358,653000,12557.692,3545.104
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-11-27T00:00:00Z,0.766,0.505,0.358,653000,12557.692,3443.815
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-12-04T00:00:00Z,0.739,0.505,0.358,653000,12557.692,3322.269
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-12-11T00:00:00Z,0.761,0.505,0.358,653000,12557.692,3423.557
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-12-18T00:00:00Z,0.748,0.505,0.358,653000,12557.692,3362.784
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2021-12-25T00:00:00Z,0.811,0.505,0.358,653000,12557.692,3646.392
SUS00074,1006708,CMC Steel New Jersey plant,40.478824, -74.321187,"1 Crossman Road North, Sayreville, NJ 08872, United States",Commercial Metals Co,New Jersey,29.0,Sayreville,finished rolled,rebar; rounds,RFCE,RFC East,North East,2022-01-01T00:00:00Z,0.824,0.505,0.358,653000,12557.692,3707.166
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-01-09T00:00:00Z,0.698,0.505,0.358,1000000,19230.769,4808.498
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-01-16T00:00:00Z,0.712,0.505,0.358,1000000,19230.769,4901.565
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-01-23T00:00:00Z,0.689,0.505,0.358,1000000,19230.769,4746.452
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-01-30T00:00:00Z,0.671,0.505,0.358,1000000,19230.769,4622.362
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-02-06T00:00:00Z,0.662,0.505,0.358,1000000,19230.769,4560.317
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-02-13T00:00:00Z,0.698,0.505,0.358,1000000,19230.769,4808.498
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-02-20T00:00:00Z,0.689,0.505,0.358,1000000,19230.769,4746.452
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-02-27T00:00:00Z,0.698,0.505,0.358,1000000,19230.769,4808.498
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-03-06T00:00:00Z,0.707,0.505,0.358,1000000,19230.769,4870.543
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-03-13T00:00:00Z,0.694,0.505,0.358,1000000,19230.769,4777.475
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-03-20T00:00:00Z,0.739,0.505,0.358,1000000,19230.769,5087.701
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-03-27T00:00:00Z,0.748,0.505,0.358,1000000,19230.769,5149.746
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-04-03T00:00:00Z,0.716,0.505,0.358,1000000,19230.769,4932.588
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-04-10T00:00:00Z,0.694,0.505,0.358,1000000,19230.769,4777.475
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-04-17T00:00:00Z,0.739,0.505,0.358,1000000,19230.769,5087.701
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-04-24T00:00:00Z,0.748,0.505,0.358,1000000,19230.769,5149.746
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-05-01T00:00:00Z,0.721,0.505,0.358,1000000,19230.769,4963.61
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-05-08T00:00:00Z,0.676,0.505,0.358,1000000,19230.769,4653.385
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-05-15T00:00:00Z,0.68,0.505,0.358,1000000,19230.769,4684.407
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-05-22T00:00:00Z,0.658,0.505,0.358,1000000,19230.769,4529.295
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-05-29T00:00:00Z,0.662,0.505,0.358,1000000,19230.769,4560.317
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-06-05T00:00:00Z,0.626,0.505,0.358,1000000,19230.769,4312.137
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-06-12T00:00:00Z,0.644,0.505,0.358,1000000,19230.769,4436.227
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-06-19T00:00:00Z,0.68,0.505,0.358,1000000,19230.769,4684.407
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-06-26T00:00:00Z,0.612,0.505,0.358,1000000,19230.769,4219.069
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-07-03T00:00:00Z,0.648,0.505,0.358,1000000,19230.769,4467.249
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-07-10T00:00:00Z,0.626,0.505,0.358,1000000,19230.769,4312.137
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-07-17T00:00:00Z,0.658,0.505,0.358,1000000,19230.769,4529.295
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-07-24T00:00:00Z,0.671,0.505,0.358,1000000,19230.769,4622.362
SUS00008,1004215,Cleveland-Cliffs Steelton steel plant,40.230720, -76.838506,"215 S. Front St., Steelton, PA 17113, United States",Cleveland-Cliffs Inc,Pennsylvania,157.0,Steelton,semi-finished; finished rolled,"railroad rails, specialty blooms, flat bars",RFCE,RFC East,North East,2021-07-31T00:00:00Z,0.703,0.505,0.358,1000000,19230.769,4839.52
